id,name,job,location,email,cellPhone,workPhone
22578,Hattie Rogers,Director,"Houston, TX",hattierogers@bleendot.com,+1 (929) 432-3616,+1 (920) 439-2781
22579,Kay Deleon,Web Developer,"Austin, TX",kaydeleon@bleendot.com,+1 (998) 534-2789,+1 (881) 549-2647
22580,Barnes Buckley,Web Developer,"Austin, TX",barnesbuckley@bleendot.com,+1 (874) 582-2224,+1 (996) 486-3909
22581,Tessa Ferguson,Graphic Designer,"Austin, TX",tessaferguson@bleendot.com,+1 (949) 421-2438,+1 (889) 593-2206
22582,Conrad Poole,Graphic Designer,"Dallas, TX",conradpoole@bleendot.com,+1 (990) 526-2535,+1 (818) 444-2853
22583,Christian Valencia,Software Engineer,"Dallas, TX",christianvalencia@bleendot.com,+1 (814) 493-3278,+1 (841) 410-3736
22584,Black Cantrell,Consultant,"Houston, TX",blackcantrell@bleendot.com,+1 (982) 575-2117,+1 (989) 552-3614
22585,Decker Weiss,Software Engineer,"Austin, TX",deckerweiss@bleendot.com,+1 (902) 510-3540,+1 (819) 469-2183
22586,Green Acevedo,Software Engineer,"Dallas, TX",greenacevedo@bleendot.com,+1 (802) 595-3807,+1 (918) 488-3235
22587,Beasley Cardenas,Web Developer,"Houston, TX",beasleycardenas@bleendot.com,+1 (808) 563-3302,+1 (803) 408-3460
22588,Rivers Harrell,Software Engineer,"Houston, TX",riversharrell@bleendot.com,+1 (958) 425-3980,+1 (956) 581-3754
22589,Latasha Hansen,Web Developer,"Houston, TX",latashahansen@bleendot.com,+1 (872) 518-2270,+1 (964) 502-2277
22590,Good Lancaster,Consultant,"Dallas, TX",goodlancaster@bleendot.com,+1 (861) 568-2622,+1 (955) 580-2458
22591,Malone Villarreal,Software Engineer,"Austin, TX",malonevillarreal@bleendot.com,+1 (929) 573-2227,+1 (993) 429-3212
22592,Dorothy Pitts,Graphic Designer,"Dallas, TX",dorothypitts@bleendot.com,+1 (998) 492-3428,+1 (816) 546-3624
22593,Tisha Ware,Web Developer,"Houston, TX",tishaware@bleendot.com,+1 (864) 421-2142,+1 (902) 479-3877
22594,Strickland Howe,Director,"Dallas, TX",stricklandhowe@bleendot.com,+1 (913) 595-2336,+1 (814) 488-2681
22595,Lorie Mcfadden,Graphic Designer,"Houston, TX",loriemcfadden@bleendot.com,+1 (974) 413-2421,+1 (961) 522-2975
22596,Sims Mcfarland,Graphic Designer,"Dallas, TX",simsmcfarland@bleendot.com,+1 (862) 571-2847,+1 (923) 479-2745
22597,Roman Moon,Graphic Designer,"Houston, TX",romanmoon@bleendot.com,+1 (999) 434-2130,+1 (840) 421-3261
22598,Welch Barnett,Software Engineer,"Houston, TX",welchbarnett@bleendot.com,+1 (950) 439-2956,+1 (875) 438-3964
22599,Jennie Harmon,Web Developer,"Austin, TX",jennieharmon@bleendot.com,+1 (955) 441-2962,+1 (874) 520-3001
22600,Jane Vazquez,Consultant,"Houston, TX",janevazquez@bleendot.com,+1 (906) 412-2040,+1 (878) 516-2165
22601,Mara Snider,Director,"Dallas, TX",marasnider@bleendot.com,+1 (907) 406-2244,+1 (831) 420-2751
22602,Russell Kerr,Director,"Houston, TX",russellkerr@bleendot.com,+1 (806) 471-3495,+1 (909) 426-3689
22603,Wong Roberson,Software Engineer,"Dallas, TX",wongroberson@bleendot.com,+1 (953) 512-3396,+1 (800) 572-2611
22604,Harrington Moore,Software Engineer,"Austin, TX",harringtonmoore@bleendot.com,+1 (984) 538-3006,+1 (835) 441-3223
22605,Lenora Cotton,Consultant,"Houston, TX",lenoracotton@bleendot.com,+1 (920) 521-3297,+1 (882) 477-2336
22606,Roseann Roman,Graphic Designer,"Houston, TX",roseannroman@bleendot.com,+1 (890) 525-3318,+1 (970) 497-2815
22607,Vargas Hooper,Director,"Dallas, TX",vargashooper@bleendot.com,+1 (854) 595-2982,+1 (974) 560-3138
22608,Lavonne Raymond,Graphic Designer,"Dallas, TX",lavonneraymond@bleendot.com,+1 (973) 422-2327,+1 (902) 432-2665
22609,Reba Morales,Software Engineer,"Austin, TX",rebamorales@bleendot.com,+1 (903) 417-3444,+1 (999) 400-3877
22610,Emilia Vargas,Graphic Designer,"Austin, TX",emiliavargas@bleendot.com,+1 (899) 417-3637,+1 (804) 528-3929
22611,Eleanor Blackburn,Director,"Houston, TX",eleanorblackburn@bleendot.com,+1 (830) 439-3777,+1 (947) 548-2409
22612,Dennis Ewing,Web Developer,"Dallas, TX",dennisewing@bleendot.com,+1 (829) 581-3255,+1 (887) 501-3005
22613,Byrd Trevino,Consultant,"Houston, TX",byrdtrevino@bleendot.com,+1 (851) 537-3898,+1 (845) 554-3609
22614,Henry Guerra,Graphic Designer,"Houston, TX",henryguerra@bleendot.com,+1 (899) 542-3142,+1 (980) 543-3891
22615,Branch Grimes,Consultant,"Dallas, TX",branchgrimes@bleendot.com,+1 (838) 496-2794,+1 (835) 481-2355
22616,Kris Fox,Web Developer,"Dallas, TX",krisfox@bleendot.com,+1 (832) 585-2355,+1 (818) 442-2110
22617,Lorraine Paul,Director,"Austin, TX",lorrainepaul@bleendot.com,+1 (839) 401-3237,+1 (998) 567-3477
22618,Bennett Palmer,Director,"Dallas, TX",bennettpalmer@bleendot.com,+1 (884) 484-2779,+1 (986) 468-3808
22619,Emerson Clemons,Consultant,"Houston, TX",emersonclemons@bleendot.com,+1 (884) 450-2640,+1 (926) 520-3655
22620,Wilder Sandoval,Consultant,"Austin, TX",wildersandoval@bleendot.com,+1 (998) 542-2592,+1 (856) 570-2674
22621,Romero Ramos,Web Developer,"Austin, TX",romeroramos@bleendot.com,+1 (977) 573-3999,+1 (990) 444-3228
22622,Hurley Hendrix,Software Engineer,"Dallas, TX",hurleyhendrix@bleendot.com,+1 (875) 447-2409,+1 (953) 462-3111
22623,Mcclain Norris,Graphic Designer,"Austin, TX",mcclainnorris@bleendot.com,+1 (858) 480-3535,+1 (809) 583-2759
22624,Antoinette Burt,Graphic Designer,"Houston, TX",antoinetteburt@bleendot.com,+1 (946) 557-2792,+1 (929) 455-3802
22625,Simpson Dillon,Consultant,"Dallas, TX",simpsondillon@bleendot.com,+1 (931) 454-3792,+1 (876) 440-2986
22626,Carissa Buck,Consultant,"Austin, TX",carissabuck@bleendot.com,+1 (992) 517-3758,+1 (906) 405-3048
22627,Carole Kim,Web Developer,"Dallas, TX",carolekim@bleendot.com,+1 (991) 476-2536,+1 (998) 442-2113
22628,Mercer York,Software Engineer,"Dallas, TX",merceryork@bleendot.com,+1 (894) 472-3018,+1 (811) 417-2205
22629,Irma Fuentes,Graphic Designer,"Austin, TX",irmafuentes@bleendot.com,+1 (994) 551-2729,+1 (973) 414-2775
22630,Morales Pope,Graphic Designer,"Dallas, TX",moralespope@bleendot.com,+1 (926) 537-3357,+1 (893) 538-3272
22631,Nelson Patton,Director,"Houston, TX",nelsonpatton@bleendot.com,+1 (894) 408-2582,+1 (901) 560-3780
22632,Nellie Waters,Web Developer,"Dallas, TX",nelliewaters@bleendot.com,+1 (899) 429-3064,+1 (810) 453-2428
22633,Bettie Holloway,Web Developer,"Austin, TX",bettieholloway@bleendot.com,+1 (918) 421-2531,+1 (838) 523-3544
22634,Angelica Rutledge,Consultant,"Houston, TX",angelicarutledge@bleendot.com,+1 (850) 578-2327,+1 (959) 489-3984
22635,Hillary Cooper,Web Developer,"Houston, TX",hillarycooper@bleendot.com,+1 (889) 490-2229,+1 (966) 403-3470
22636,Combs Bauer,Consultant,"Dallas, TX",combsbauer@bleendot.com,+1 (968) 433-2212,+1 (862) 564-2683
22637,Miriam Davenport,Software Engineer,"Austin, TX",miriamdavenport@bleendot.com,+1 (956) 475-2318,+1 (883) 422-3884
22638,Susana Winters,Consultant,"Dallas, TX",susanawinters@bleendot.com,+1 (833) 521-2786,+1 (911) 486-3644
22639,Gregory Rosario,Web Developer,"Houston, TX",gregoryrosario@bleendot.com,+1 (820) 481-2509,+1 (988) 575-2024
22640,Roberson Tucker,Software Engineer,"Dallas, TX",robersontucker@bleendot.com,+1 (989) 437-3867,+1 (829) 590-3646
22641,Marietta Jennings,Graphic Designer,"Austin, TX",mariettajennings@bleendot.com,+1 (871) 499-3932,+1 (956) 434-2204
22642,Alta Witt,Software Engineer,"Dallas, TX",altawitt@bleendot.com,+1 (996) 432-2427,+1 (984) 418-3974
22643,Charlene Hopkins,Graphic Designer,"Houston, TX",charlenehopkins@bleendot.com,+1 (801) 556-2426,+1 (988) 534-3218
22644,Lottie Huff,Consultant,"Houston, TX",lottiehuff@bleendot.com,+1 (966) 490-3534,+1 (870) 469-2573
22645,Claire Blevins,Graphic Designer,"Austin, TX",claireblevins@bleendot.com,+1 (899) 446-2408,+1 (978) 474-2435
22646,Macdonald Hurst,Web Developer,"Austin, TX",macdonaldhurst@bleendot.com,+1 (947) 573-2369,+1 (844) 428-3593
22647,Christa House,Director,"Austin, TX",christahouse@bleendot.com,+1 (903) 443-2734,+1 (945) 524-2037
22648,Durham Parrish,Web Developer,"Dallas, TX",durhamparrish@bleendot.com,+1 (869) 519-2335,+1 (845) 543-2640
22649,Rosalind Welch,Consultant,"Austin, TX",rosalindwelch@bleendot.com,+1 (800) 485-2637,+1 (811) 431-2839
22650,Goodwin Cherry,Director,"Dallas, TX",goodwincherry@bleendot.com,+1 (908) 595-3747,+1 (875) 501-2710
22651,Earline Langley,Director,"Austin, TX",earlinelangley@bleendot.com,+1 (814) 521-3347,+1 (965) 416-2338
22652,Greer Nelson,Graphic Designer,"Austin, TX",greernelson@bleendot.com,+1 (981) 416-3209,+1 (972) 442-3600
22653,Avery Moran,Web Developer,"Houston, TX",averymoran@bleendot.com,+1 (941) 528-3280,+1 (823) 532-3691
22654,Frieda English,Software Engineer,"Houston, TX",friedaenglish@bleendot.com,+1 (976) 478-3329,+1 (987) 471-2174
22655,Jewel Lowe,Director,"Dallas, TX",jewellowe@bleendot.com,+1 (806) 414-3284,+1 (926) 581-3986
22656,French Chandler,Software Engineer,"Dallas, TX",frenchchandler@bleendot.com,+1 (992) 430-3898,+1 (904) 502-2159
22657,Fowler Dalton,Graphic Designer,"Houston, TX",fowlerdalton@bleendot.com,+1 (901) 422-3718,+1 (801) 442-3548
22658,Latisha Leblanc,Software Engineer,"Dallas, TX",latishaleblanc@bleendot.com,+1 (833) 508-2259,+1 (919) 481-2340
22659,Carly Horn,Director,"Austin, TX",carlyhorn@bleendot.com,+1 (910) 451-2843,+1 (860) 586-3615
22660,Valerie Bonner,Consultant,"Dallas, TX",valeriebonner@bleendot.com,+1 (936) 536-2872,+1 (995) 420-2906
22661,Petersen Phillips,Graphic Designer,"Dallas, TX",petersenphillips@bleendot.com,+1 (802) 515-2423,+1 (908) 474-2874
22662,Huff Bernard,Software Engineer,"Dallas, TX",huffbernard@bleendot.com,+1 (849) 468-3241,+1 (837) 532-3123
22663,Millie Castro,Director,"Houston, TX",milliecastro@bleendot.com,+1 (904) 544-3133,+1 (851) 534-3252
22664,Goldie Kramer,Director,"Dallas, TX",goldiekramer@bleendot.com,+1 (897) 459-3689,+1 (923) 406-2113
22665,Leann Ortega,Consultant,"Houston, TX",leannortega@bleendot.com,+1 (963) 496-2963,+1 (903) 451-2409
22666,Barber Young,Director,"Dallas, TX",barberyoung@bleendot.com,+1 (911) 576-2169,+1 (953) 520-2007
22667,Lana Hahn,Software Engineer,"Austin, TX",lanahahn@bleendot.com,+1 (901) 426-2821,+1 (856) 538-3792
22668,Ann Brown,Consultant,"Houston, TX",annbrown@bleendot.com,+1 (954) 560-2924,+1 (922) 444-3929
22669,Sheena Wells,Web Developer,"Houston, TX",sheenawells@bleendot.com,+1 (834) 400-2230,+1 (860) 487-2759
22670,Rowland Santos,Director,"Austin, TX",rowlandsantos@bleendot.com,+1 (831) 464-2400,+1 (897) 594-3083
22671,Watts Blackwell,Software Engineer,"Houston, TX",wattsblackwell@bleendot.com,+1 (965) 479-3038,+1 (916) 501-2270
22672,Lidia Hammond,Graphic Designer,"Dallas, TX",lidiahammond@bleendot.com,+1 (877) 556-2285,+1 (913) 579-3410
22673,Teri Harrison,Web Developer,"Dallas, TX",teriharrison@bleendot.com,+1 (831) 594-3356,+1 (957) 443-3859
22674,Myra Boyle,Consultant,"Houston, TX",myraboyle@bleendot.com,+1 (982) 585-3702,+1 (806) 426-3902
22675,Campos Hill,Web Developer,"Houston, TX",camposhill@bleendot.com,+1 (952) 564-3245,+1 (956) 478-3530
22676,Guzman Savage,Software Engineer,"Austin, TX",guzmansavage@bleendot.com,+1 (960) 532-3251,+1 (992) 465-2755
22677,Hanson Velez,Web Developer,"Austin, TX",hansonvelez@bleendot.com,+1 (942) 558-3955,+1 (819) 411-2517
22678,Bradford Franklin,Software Engineer,"Dallas, TX",bradfordfranklin@bleendot.com,+1 (873) 417-2063,+1 (897) 565-3957
22679,Lisa Preston,Web Developer,"Dallas, TX",lisapreston@bleendot.com,+1 (858) 596-3704,+1 (913) 459-3437
22680,Willa Mccray,Software Engineer,"Austin, TX",willamccray@bleendot.com,+1 (864) 401-2568,+1 (819) 428-2756
22681,Reynolds Mcdonald,Graphic Designer,"Dallas, TX",reynoldsmcdonald@bleendot.com,+1 (807) 523-2335,+1 (852) 480-2222
22682,Nola Decker,Consultant,"Houston, TX",noladecker@bleendot.com,+1 (835) 465-3818,+1 (967) 596-2705
22683,Swanson Frederick,Director,"Austin, TX",swansonfrederick@bleendot.com,+1 (852) 583-3228,+1 (811) 503-2714
22684,Bridges Calderon,Software Engineer,"Houston, TX",bridgescalderon@bleendot.com,+1 (869) 553-2032,+1 (930) 454-2429
22685,Anna Rasmussen,Consultant,"Houston, TX",annarasmussen@bleendot.com,+1 (811) 566-3156,+1 (956) 554-2529
22686,Ginger Fletcher,Web Developer,"Austin, TX",gingerfletcher@bleendot.com,+1 (959) 587-2115,+1 (902) 453-2563
22687,Lolita Howell,Director,"Austin, TX",lolitahowell@bleendot.com,+1 (923) 495-3521,+1 (883) 533-3928
22688,Acevedo Erickson,Web Developer,"Houston, TX",acevedoerickson@bleendot.com,+1 (979) 441-3028,+1 (893) 538-2291
22689,Erickson Lucas,Consultant,"Dallas, TX",ericksonlucas@bleendot.com,+1 (897) 498-3553,+1 (860) 513-3262
22690,Carroll Michael,Director,"Houston, TX",carrollmichael@bleendot.com,+1 (994) 520-2252,+1 (808) 594-2447
22691,Butler Mcbride,Web Developer,"Austin, TX",butlermcbride@bleendot.com,+1 (919) 546-2187,+1 (967) 470-3222
22692,Hobbs Willis,Software Engineer,"Houston, TX",hobbswillis@bleendot.com,+1 (824) 533-3358,+1 (848) 438-3300
22693,Mattie Wilkerson,Software Engineer,"Houston, TX",mattiewilkerson@bleendot.com,+1 (997) 507-2393,+1 (860) 431-2628
22694,Sexton Salinas,Web Developer,"Austin, TX",sextonsalinas@bleendot.com,+1 (984) 444-2208,+1 (820) 561-2825
22695,Shepherd Kennedy,Software Engineer,"Dallas, TX",shepherdkennedy@bleendot.com,+1 (955) 577-3057,+1 (964) 534-2693
22696,Barry Castillo,Web Developer,"Dallas, TX",barrycastillo@bleendot.com,+1 (848) 442-3460,+1 (975) 428-3686
22697,Janell Watts,Web Developer,"Dallas, TX",janellwatts@bleendot.com,+1 (898) 478-2746,+1 (828) 513-3069
22698,Francesca Evans,Graphic Designer,"Dallas, TX",francescaevans@bleendot.com,+1 (822) 411-3954,+1 (975) 494-2108
22699,Farmer Head,Web Developer,"Dallas, TX",farmerhead@bleendot.com,+1 (924) 597-3690,+1 (838) 500-2159
22700,Carr Curry,Software Engineer,"Dallas, TX",carrcurry@bleendot.com,+1 (978) 420-2753,+1 (949) 412-2873
22701,Autumn Sloan,Graphic Designer,"Houston, TX",autumnsloan@bleendot.com,+1 (984) 460-2416,+1 (825) 436-3735
22702,Britney Fields,Software Engineer,"Dallas, TX",britneyfields@bleendot.com,+1 (847) 515-3902,+1 (944) 600-3351
22703,Amparo Graves,Software Engineer,"Dallas, TX",amparograves@bleendot.com,+1 (936) 584-2848,+1 (819) 470-2224
22704,Cristina Hicks,Software Engineer,"Dallas, TX",cristinahicks@bleendot.com,+1 (961) 450-2253,+1 (861) 498-3204
22705,Gay Alvarado,Web Developer,"Houston, TX",gayalvarado@bleendot.com,+1 (855) 469-3756,+1 (832) 477-2538
22706,Castaneda Browning,Software Engineer,"Dallas, TX",castanedabrowning@bleendot.com,+1 (916) 594-3515,+1 (807) 568-3068
22707,Sharp Morrow,Director,"Dallas, TX",sharpmorrow@bleendot.com,+1 (839) 486-2122,+1 (984) 470-2728
22708,Marisol Larson,Consultant,"Houston, TX",marisollarson@bleendot.com,+1 (950) 555-2279,+1 (811) 500-3167
22709,Villarreal Gilmore,Graphic Designer,"Austin, TX",villarrealgilmore@bleendot.com,+1 (961) 510-2039,+1 (845) 484-3574
22710,Mckay Beck,Director,"Houston, TX",mckaybeck@bleendot.com,+1 (903) 423-2989,+1 (906) 484-2723
22711,Hall Orr,Director,"Austin, TX",hallorr@bleendot.com,+1 (924) 586-2367,+1 (938) 585-2952
22712,Alisa Marsh,Graphic Designer,"Austin, TX",alisamarsh@bleendot.com,+1 (994) 575-3793,+1 (982) 535-2870
22713,Ina Osborn,Software Engineer,"Dallas, TX",inaosborn@bleendot.com,+1 (962) 568-3719,+1 (997) 444-3675
22714,Harding Sims,Director,"Houston, TX",hardingsims@bleendot.com,+1 (953) 429-3831,+1 (802) 585-3156
22715,Shelton Boone,Director,"Dallas, TX",sheltonboone@bleendot.com,+1 (882) 499-3379,+1 (991) 455-3946
22716,Lorna Jimenez,Director,"Dallas, TX",lornajimenez@bleendot.com,+1 (964) 409-2346,+1 (890) 479-3474
22717,Guerra Mercado,Web Developer,"Austin, TX",guerramercado@bleendot.com,+1 (830) 549-3991,+1 (806) 525-3402
22718,Christine Montgomery,Graphic Designer,"Houston, TX",christinemontgomery@bleendot.com,+1 (985) 528-3206,+1 (999) 524-2588
22719,Mccormick Finch,Software Engineer,"Austin, TX",mccormickfinch@bleendot.com,+1 (867) 548-3485,+1 (807) 500-3380
22720,Karin Duke,Software Engineer,"Houston, TX",karinduke@bleendot.com,+1 (804) 534-2117,+1 (997) 409-3102
22721,Wooten Velazquez,Graphic Designer,"Houston, TX",wootenvelazquez@bleendot.com,+1 (988) 453-3639,+1 (884) 414-3781
22722,Amalia William,Director,"Dallas, TX",amaliawilliam@bleendot.com,+1 (928) 570-3700,+1 (852) 451-2789
22723,Phyllis Gentry,Web Developer,"Houston, TX",phyllisgentry@bleendot.com,+1 (914) 552-2504,+1 (880) 528-3260
22724,Cleo Graham,Director,"Houston, TX",cleograham@bleendot.com,+1 (981) 588-2526,+1 (879) 549-3858
22725,Tabitha Madden,Software Engineer,"Houston, TX",tabithamadden@bleendot.com,+1 (927) 564-2197,+1 (932) 518-3834
22726,Leach Sharpe,Graphic Designer,"Dallas, TX",leachsharpe@bleendot.com,+1 (956) 421-3649,+1 (828) 528-2600
22727,Katrina Crosby,Graphic Designer,"Houston, TX",katrinacrosby@bleendot.com,+1 (991) 484-2328,+1 (875) 464-2249
22728,Merritt Blake,Graphic Designer,"Dallas, TX",merrittblake@bleendot.com,+1 (913) 427-2496,+1 (956) 441-2696
22729,Fay Gallagher,Graphic Designer,"Austin, TX",faygallagher@bleendot.com,+1 (806) 516-2753,+1 (850) 460-2804
22730,Allison Mcknight,Director,"Austin, TX",allisonmcknight@bleendot.com,+1 (897) 494-2709,+1 (812) 441-3353
22731,Hopkins Foreman,Director,"Houston, TX",hopkinsforeman@bleendot.com,+1 (886) 445-3582,+1 (858) 561-2561
22732,Foreman Bray,Consultant,"Houston, TX",foremanbray@bleendot.com,+1 (811) 410-3455,+1 (830) 457-3750
22733,Tameka Haynes,Web Developer,"Houston, TX",tamekahaynes@bleendot.com,+1 (934) 574-3238,+1 (932) 585-2329
22734,Gentry Mullins,Director,"Austin, TX",gentrymullins@bleendot.com,+1 (963) 404-2311,+1 (932) 478-3556
22735,Valentine Carey,Graphic Designer,"Houston, TX",valentinecarey@bleendot.com,+1 (915) 415-2637,+1 (959) 549-3641
22736,Adrienne Gay,Web Developer,"Houston, TX",adriennegay@bleendot.com,+1 (861) 488-3729,+1 (810) 570-3300
22737,Rebekah Perez,Graphic Designer,"Houston, TX",rebekahperez@bleendot.com,+1 (919) 578-2448,+1 (978) 465-3810
22738,Darla Rivera,Web Developer,"Dallas, TX",darlarivera@bleendot.com,+1 (933) 441-3224,+1 (825) 519-2528
22739,Stevens Adams,Consultant,"Dallas, TX",stevensadams@bleendot.com,+1 (956) 573-3629,+1 (958) 507-2882
22740,Hodges Kirk,Director,"Houston, TX",hodgeskirk@bleendot.com,+1 (840) 519-2007,+1 (951) 417-3551
22741,Virginia Farmer,Web Developer,"Austin, TX",virginiafarmer@bleendot.com,+1 (816) 567-2588,+1 (879) 531-2064
22742,Moon Wright,Graphic Designer,"Austin, TX",moonwright@bleendot.com,+1 (943) 537-3974,+1 (955) 566-2179
22743,Gomez Benson,Software Engineer,"Houston, TX",gomezbenson@bleendot.com,+1 (885) 590-2600,+1 (880) 547-3439
22744,Roberts Abbott,Consultant,"Austin, TX",robertsabbott@bleendot.com,+1 (804) 416-3192,+1 (920) 538-2559
22745,Adrian Koch,Consultant,"Austin, TX",adriankoch@bleendot.com,+1 (858) 452-3435,+1 (831) 407-3140
22746,Melisa Price,Software Engineer,"Dallas, TX",melisaprice@bleendot.com,+1 (857) 407-2532,+1 (939) 592-2745
22747,Jennings Whitney,Graphic Designer,"Austin, TX",jenningswhitney@bleendot.com,+1 (840) 599-3121,+1 (881) 564-2472
22748,Janice Huffman,Web Developer,"Austin, TX",janicehuffman@bleendot.com,+1 (848) 479-2569,+1 (835) 571-3822
22749,Ewing Grant,Consultant,"Austin, TX",ewinggrant@bleendot.com,+1 (861) 532-3886,+1 (839) 488-2876
22750,Mcdonald Harvey,Consultant,"Houston, TX",mcdonaldharvey@bleendot.com,+1 (901) 591-3440,+1 (890) 573-2668
22751,Woods Anthony,Web Developer,"Austin, TX",woodsanthony@bleendot.com,+1 (927) 470-3594,+1 (865) 410-3075
22752,Graciela Rojas,Graphic Designer,"Dallas, TX",gracielarojas@bleendot.com,+1 (905) 502-2768,+1 (929) 436-2105
22753,Gonzalez Murray,Director,"Houston, TX",gonzalezmurray@bleendot.com,+1 (956) 558-2341,+1 (940) 437-3001
22754,Riley Gardner,Director,"Austin, TX",rileygardner@bleendot.com,+1 (802) 513-2994,+1 (876) 491-2753
22755,Cynthia Lynn,Web Developer,"Austin, TX",cynthialynn@bleendot.com,+1 (938) 467-3776,+1 (836) 507-2005
22756,Hollie Sullivan,Graphic Designer,"Austin, TX",holliesullivan@bleendot.com,+1 (990) 556-2559,+1 (942) 444-2411
22757,Nora Roberts,Consultant,"Houston, TX",noraroberts@bleendot.com,+1 (936) 545-2193,+1 (933) 408-3818
22758,Bolton Douglas,Graphic Designer,"Austin, TX",boltondouglas@bleendot.com,+1 (896) 426-2119,+1 (945) 498-2259
22759,Patrica Griffin,Graphic Designer,"Dallas, TX",patricagriffin@bleendot.com,+1 (971) 492-2919,+1 (824) 502-2809
22760,Laverne Hatfield,Graphic Designer,"Houston, TX",lavernehatfield@bleendot.com,+1 (908) 469-3636,+1 (801) 474-3975
22761,Hensley Spears,Software Engineer,"Austin, TX",hensleyspears@bleendot.com,+1 (853) 400-3487,+1 (980) 403-3602
22762,Joyce Bright,Consultant,"Dallas, TX",joycebright@bleendot.com,+1 (957) 574-3832,+1 (882) 475-3773
22763,Sweeney Shields,Director,"Dallas, TX",sweeneyshields@bleendot.com,+1 (841) 477-2264,+1 (990) 562-2647
22764,Lydia Downs,Director,"Dallas, TX",lydiadowns@bleendot.com,+1 (974) 538-3203,+1 (839) 423-2416
22765,Reeves Macias,Consultant,"Austin, TX",reevesmacias@bleendot.com,+1 (930) 579-2465,+1 (826) 467-2783
22766,Howe Stanton,Consultant,"Dallas, TX",howestanton@bleendot.com,+1 (905) 456-3993,+1 (809) 487-3376
22767,Johnson Russo,Software Engineer,"Houston, TX",johnsonrusso@bleendot.com,+1 (837) 471-2272,+1 (901) 456-2581
22768,Sears Dean,Web Developer,"Austin, TX",searsdean@bleendot.com,+1 (844) 468-2439,+1 (966) 585-3764
